"glytoucan_ac","sequence_byonic"
"G01079KY","Hex(9)HexNAc(8)dHex(1) % 3247.17886591"
"G01087FD","Hex(6)HexNAc(5)dHex(3)NeuAc(1) % 2734.99351197"
"G01096QY","Hex(9)HexNAc(2) % 1882.64472141"
"G01100DE","Hex(9)HexNAc(8)dHex(1) % 3247.17886591"
"G01107YB","Hex(5)HexNAc(5)dHex(3) % 2281.84527183"
"G01115VC","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G01120GS","Hex(6)HexNAc(6)dHex(1) % 2354.8616502"
"G01130QM","Hex(5)HexNAc(4)dHex(3)NeuAc(1) % 2369.86131587"
"G01131OO","Hex(5)HexNAc(3) % 1437.51280002"
"G01132FQ","Hex(4) % 666.2218587"
"G01132PT","Hex(7)HexNAc(1) % 1355.45970181"
"G01134UQ","Hex(8)HexNAc(5)dHex(1)aldi(1) % 2477.90357467"
"G01139KZ","Hex(3)HexNAc(1)NeuAc(2) % 1289.43924107"
"G01141WK","Hex(2)HexNAc(1) % 545.195584305"
"G01148IL","Hex(2)HexNAc(1) % 545.195584305"
"G01155JM","Hex(4)HexNAc(5)S(1) % 1761.57553632"
"G01160VV","Hex(7)HexNAc(7)dHex(4) % 3158.16757291"
"G01169EW","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G01169IB","Hex(7)HexNAc(4)NeuAc(2) % 2546.88865289"
"G01174QS","Hex(10)HexNAc(2) % 2044.69754491"
"G01178HS","Hex(6)HexNAc(5)NeuAc(1) % 2296.81978536"
"G01179OJ","Hex(6) % 990.3275057"
"G01180DW","Hex(3)HexNAc(3)NeuAc(1) % 1404.50256965"
"G01180ZJ","Hex(7)HexNAc(7)dHex(2) % 2866.05175518"
"G01181WH","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G01182BO","Hex(3)HexNAc(1) % 707.248407805"
"G01187XC","Hex(1)HexNAc(1)dHex(1) % 529.200669675"
"G01188EJ","Hex(1)HexNAc(1)dHex(1)NeuAc(1) % 820.29608631"
"G01190ZZ","Hex(7) % 1152.3803292"
"G01194JA","Hex(4)HexNAc(2)dHex(2) % 1364.49642165"
"G01197SX","Hex(3) % 504.1690352"
"G01200BW","Hex(9)HexNAc(5)dHex(2) % 2783.99865697"
"G01202UA","Hex(4)HexNAc(6)dHex(1) % 2030.7560032"
"G01203BZ","Hex(1)HexNAc(1)NeuAc(2) % 965.333594075"
"G01208GZ","Hex(7)HexNAc(6)NeuAc(1) % 2661.95198146"
"G01216WS","Hex(4)aldi(1) % 668.23750877"
"G01220PX","Hex(11)HexNAc(2) % 2206.75036841"
"G01221DA","Hex(4)HexNAc(4)dHex(1)aldi(1) % 1626.61290806"
"G01223AA","Hex(8)HexNAc(7)dHex(1) % 2882.0466698"
"G01223IC","Hex(5)HexNAc(5)NeuAc(1) % 2134.76696186"
"G01231VF","Hex(7)HexNAc(6)dHex(4) % 2955.08820031"
"G01232PN","Hex(4) % 666.2218587"
"G01233BF","Hex(5)HexNAc(4) % 1640.59217262"
"G01237HZ","Hex(3)HexNAc(1)dHex(1) % 853.306316675"
"G01243KR","Hex(3)HexNAc(4)dHex(2) % 1608.60234336"
"G01244DB","Hex(5)HexNAc(5)NeuAc(2) % 2425.8623785"
"G01245TU","Hex(1)HexNAc(1)NeuGc(1) % 690.23309207"
"G01254YI","Hex(1)HexNAc(3)NeuAc(1) % 1080.39692265"
"G01257PC","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G01260KO","Hex(5)HexNAc(4)dHex(1)NeuAc(1)S(1) % 2157.70231272"
"G01260KW","Hex(3)HexNAc(1)dHex(1) % 853.306316675"
"G01260QV","Hex(6)HexNAc(2) % 1396.48625091"
"G01260RY","Hex(10)HexNAc(2) % 2044.69754491"
"G01265XZ","Hex(4)HexNAc(5) % 1681.61872173"
"G01268DU","Hex(3)HexNAc(5)dHex(1) % 1665.6238071"
"G01269WV","Hex(3)HexNAc(1)NeuAc(1) % 998.34382444"
"G01281PQ","Hex(2)NeuAc(2) % 924.30704497"
"G01282UD","Hex(2)HexNAc(3)NeuAc(2) % 1533.54516279"
"G01283PJ","Hex(8)HexNAc(2) % 1720.59189791"
"G01291IM","Hex(6)HexNAc(9)dHex(3) % 3256.21558575"
"G01291QB","Hex(6)HexNAc(5) % 2005.72436873"
"G01294HQ","Hex(2)aldi(1) % 344.13186177"
"G01296LJ","Hex(4)HexNAc(2)dHex(1)NeuAc(1) % 1509.53392942"
"G01298WH","Hex(4)HexNAc(2)dHex(1)NeuAc(1) % 1509.53392942"
"G01300OI","Hex(4)HexNAc(4)dHex(1) % 1624.59725799"
"G01302LF","Hex(2)HexNAc(2)dHex(1)S(1)aldi(1) % 976.30533044"
"G01303GF","Hex(3)HexNAc(1)dHex(1)NeuAc(1) % 1144.40173331"
"G01304XG","Hex(5)HexNAc(2)dHex(1) % 1380.49133628"
"G01304ZB","Hex(8)HexNAc(7)NeuAc(5) % 4191.46584411"
"G01308XT","Hex(7)HexNAc(6)dHex(2) % 2662.97238257"
"G01310VF","Hex(7)HexNAc(6)dHex(1)NeuAc(4) % 3681.29614024"
"G01316HN","Hex(3)HexNAc(3) % 1113.40715301"
"G01323LL","Hex(5)HexNAc(5)dHex(1) % 1989.7294541"
"G01325OU","Hex(3)HexNAc(5)NeuAc(4)aldi(1) % 2685.96321484"
"G01329EH","Hex(4)HexNAc(2)dHex(2) % 1364.49642165"
"G01338AS","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G01338CS","Hex(6)HexNAc(4)NeuAc(1) % 2093.74041275"
"G01339HS","Hex(3)HexNAc(3) % 1113.40715301"
"G01342FO","Hex(7)HexNAc(6)dHex(5) % 3101.14610918"
"G01347XI","Hex(2)HexNAc(1) % 545.195584305"
"G01351CD","Hex(1)HexNAc(2)NeuAc(1) % 877.317550045"
"G01351UQ","Hex(1)HexNAc(2)dHex(1)NeuAc(1)S(1)aldi(1) % 1105.34792357"
"G01354KL","Hex(6)HexNAc(5)dHex(1)NeuAc(2) % 2733.97311086"
"G01356OG","Hex(3) % 504.1690352"
"G01356YS","Hex(2)HexNAc(1) % 545.195584305"
"G01357QI","Hex(1)HexNAc(3)NeuAc(2)aldi(1) % 1373.50798936"
"G01357WC","Hex(6)HexNAc(5)dHex(1)NeuGc(2) % 2765.96294012"
"G01360IK","HexNAc(2)NeuAc(1)S(1) % 795.221541135"
"G01361CV","Hex(5)HexNAc(4)dHex(1)NeuAc(1) % 2077.74549812"
"G01361JC","Hex(7)HexNAc(4) % 1964.69781962"
"G01361SX","HexNAc(4) % 830.32805512"
"G01364WM","Hex(3)HexNAc(4) % 1316.48652562"
"G01364ZC","Hex(7)HexNAc(1)aldi(1) % 1357.47535188"
"G01367ZS","Hex(4)HexNAc(4)dHex(1) % 1624.59725799"
"G01369KU","Hex(2)HexNAc(1)dHex(1) % 691.253493175"
"G01375NQ","Hex(5)HexNAc(4)dHex(1)NeuAc(1)NeuGc(1) % 2384.83582939"
"G01376AY","Hex(3)HexNAc(1)HexA(1) % 883.280495865"
"G01378OV","Hex(5)HexNAc(5)dHex(1) % 1989.7294541"
"G01385UC","Hex(12)HexNAc(12)dHex(1) % 4545.65482683"
"G01386NB","Hex(7)HexNAc(6)dHex(1) % 2516.9144737"
"G01388RZ","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G01392LP","Hex(10)HexNAc(1)aldi(1) % 1843.63382238"
"G01396FD","Hex(4)HexNAc(2) % 1072.38060391"
"G01406RR","Hex(6)HexNAc(4)dHex(1)NeuAc(1) % 2239.79832162"
"G01410KF","Hex(3)HexNAc(7) % 1925.72464343"
"G01414CL","Hex(3)HexNAc(6)dHex(1) % 1868.7031797"
"G01416HI","Hex(1)HexNAc(1) % 383.142760805"
"G01416SG","Hex(7)HexNAc(4)NeuAc(2) % 2546.88865289"
"G01424EN","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G01437WY","Hex(1)HexNAc(3)NeuAc(1)aldi(1) % 1082.41257272"
"G01440YK","Hex(5)HexNAc(2)dHex(2)aldi(1) % 1528.56489522"
"G01443DG","Hex(7)HexNAc(6)NeuAc(2) % 2953.0473981"
"G01445XB","Hex(1)HexNAc(2)dHex(2)NeuAc(1)aldi(1) % 1171.44901785"
"G01447WV","HexNAc(1)dHex(1) % 367.147846175"
"G01450RG","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G01450UB","Hex(6)HexNAc(5)dHex(1)NeuAc(2) % 2733.97311086"
"G01450VD","Hex(4)HexNAc(3)dHex(2) % 1567.57579425"
"G01453BU","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G01453HD","Hex(4)HexNAc(3)dHex(1)NeuAc(1)S(1) % 1792.57011661"
"G01455VM","Hex(3)HexNAc(3)dHex(2)NeuAc(2) % 1987.71380403"
"G01457KB","Hex(1)HexNAc(3)NeuAc(1) % 1080.39692265"
"G01461LF","Hex(8)HexNAc(2) % 1720.59189791"
"G01464ES","Hex(6)HexNAc(6) % 2208.80374133"
"G01465MJ","Hex(6)HexNAc(5)dHex(2)NeuAc(1)aldi(1) % 2590.95125317"
"G01476LL","Hex(1)HexNAc(2)dHex(1)NeuAc(2) % 1314.47087555"
"G01476UF","Hex(4)HexNAc(4)NeuAc(2) % 2060.73018239"
"G01476WA","Hex(6)HexNAc(4)dHex(1) % 1948.70290499"
"G01485JJ","Hex(3)HexNAc(6)dHex(1) % 1868.7031797"
"G01489UZ","Hex(5)HexNAc(4)dHex(2) % 1932.70799036"
"G01494MP","Hex(2)NeuGc(2)S(1) % 1036.25368882"
"G01498NL","Hex(9)HexNAc(6)dHex(5) % 3425.25175618"
"G01500QH","Hex(15)HexNAc(14)dHex(6)NeuAc(2) % 6750.45242016"
"G01505GJ","Hex(3)HexNAc(1)NeuAc(1) % 998.34382444"
"G01506GC","Hex(7)HexNAc(5)NeuAc(1) % 2458.87260886"
"G01510MQ","Hex(4)HexNAc(5)dHex(1)NeuAc(1) % 2118.77204723"
"G01513UO","Hex(8) % 1314.4331527"
"G01514YB","Hex(5)HexNAc(6)dHex(1) % 2192.8088267"
"G01520KE","Hex(4)HexNAc(4)dHex(1)aldi(1) % 1626.61290806"
"G01521YU","Hex(8)HexNAc(7) % 2735.98876094"
"G01525UQ","Hex(9)HexNAc(8)NeuAc(1) % 3392.21637367"
"G01527ZD","Hex(4) % 666.2218587"
"G01532FF","Hex(2)HexNAc(2)dHex(3) % 1186.44868352"
"G01534TU","Hex(1)HexNAc(1) % 383.142760805"
"G01535VC","Hex(7)HexNAc(6)dHex(1) % 2516.9144737"
"G01541BA","Hex(3)HexNAc(1)dHex(2) % 999.364225545"
"G01541ZK","Hex(1)HexNAc(3)dHex(1)NeuAc(1)aldi(1) % 1228.47048159"
"G01542OM","Hex(2)HexNAc(3)dHex(2) % 1243.47014726"
"G01543ZX","Hex(6)HexNAc(5)dHex(1)NeuAc(2) % 2733.97311086"
"G01544LX","Hex(6) % 990.3275057"
"G01545QB","Hex(3) % 504.1690352"
"G01546PE","Hex(2)HexNAc(2)NeuGc(1) % 1055.36528817"
"G01550VZ","Hex(5)HexNAc(4)S(1) % 1720.54898721"
"G01555RW","Hex(4)HexNAc(2)dHex(2) % 1364.49642165"
"G01556OR","NeuAc(2) % 600.20139797"
"G01563KC","Hex(1)HexNAc(3)NeuAc(2) % 1371.49233929"
"G01566HQ","Hex(3)HexNAc(2)NeuAc(1) % 1201.42319704"
"G01577DB","Hex(2)HexNAc(2)dHex(1)S(1) % 974.28968037"
"G01580PZ","Hex(4) % 666.2218587"
"G01584VI","Hex(3)HexNAc(3)dHex(1)aldi(1) % 1261.48071195"
"G01587DQ","Hex(7)HexNAc(5)dHex(1)NeuAc(2) % 2896.02593437"
"G01590HD","Hex(10)HexNAc(2) % 2044.69754491"
"G01591HR","Hex(1)HexNAc(1)S(2) % 543.056389985"
"G01595SM","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G01599BJ","Hex(2) % 342.1162117"
"G01599DL","Hex(5)HexNAc(3)dHex(3) % 1875.68652662"
"G01599KP","Hex(4)HexNAc(4)NeuAc(1) % 1769.63476576"
"G01600VV","Hex(3)HexNAc(3)dHex(1) % 1259.46506188"
"G01602LO","Hex(2)HexNAc(1) % 545.195584305"
"G01605NF","Hex(5)HexNAc(7)dHex(1)NeuAc(2) % 2978.07903257"
"G01606CH","Hex(5)HexNAc(5)dHex(1)NeuAc(1) % 2280.82487073"
"G01608SJ","Hex(6)HexNAc(7)dHex(1) % 2557.94102281"
"G01608UX","Hex(1)HexNAc(2)dHex(1)aldi(1) % 734.29569235"
"G01612MY","HexNAc(1)dHex(2) % 513.205755045"
"G01613KN","Hex(8)HexNAc(7)dHex(1) % 2882.0466698"
"G01614ZM","Hex(1)HexNAc(1)NeuAc(2) % 965.333594075"
"G01625GQ","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G01629KW","Hex(6)HexNAc(5)dHex(1)NeuAc(3)S(2) % 3184.98215668"
"G01633XH","Hex(3)HexNAc(3)dHex(4) % 1697.63878849"
"G01635ZC","Hex(6)HexNAc(6)dHex(2) % 2500.91955907"
"G01643LM","Hex(4)HexNAc(4)NeuAc(1) % 1769.63476576"
"G01650CJ","Hex(8)HexNAc(7)dHex(1)NeuAc(3) % 3755.33291971"
"G01650EU","Hex(6)HexNAc(3)NeuAc(1) % 1890.66104015"
"G01650PH","Hex(3)HexNAc(1)dHex(1) % 853.306316675"
"G01654FP","Hex(5)HexNAc(4)dHex(2)NeuAc(1) % 2223.80340699"
"G01657DW","Hex(6)HexNAc(4)NeuAc(1) % 2093.74041275"
"G01657UH","Hex(1)HexNAc(1)NeuGc(2) % 997.323423335"
"G01659IT","Hex(5)HexNAc(3)dHex(5) % 2167.80234436"
"G01659NO","Hex(3)HexNAc(6) % 1722.64527083"
"G01664MY","Hex(1)HexNAc(1)HexA(1)S(1) % 639.131663455"
"G01665LU","Hex(2)HexNAc(3)NeuAc(3)aldi(1) % 1826.65622949"
"G01666TL","HexNAc(1)dHex(2) % 513.205755045"
"G01669LU","Hex(6)HexNAc(5)NeuAc(1) % 2296.81978536"
"G01670UQ","Hex(5)HexNAc(4)NeuAc(1) % 1931.68758926"
"G01675YF","Hex(2)HexNAc(1) % 545.195584305"
"G01678ZX","Hex(7)HexNAc(7)dHex(2) % 2866.05175518"
"G01680CB","Hex(4)HexNAc(4)dHex(1)NeuAc(1) % 1915.69267463"
"G01682GA","Hex(7)HexNAc(6)NeuAc(5) % 3826.333648"
"G01685IB","Hex(3)HexNAc(8) % 2128.80401604"
"G01690DX","Hex(3) % 504.1690352"
"G01695WQ","Hex(3)HexNAc(3)dHex(1) % 1259.46506188"
"G01696BA","HexNAc(2)HexA(1) % 600.20139797"
"G01698QO","Hex(6)HexNAc(1) % 1193.4068783"
"G01699OT","Hex(6)HexNAc(5)NeuAc(3) % 2879.01061863"
"G01706RV","Hex(1)HexNAc(1)dHex(1) % 529.200669675"
"G01707KB","Hex(1)HexNAc(3) % 789.301506015"
"G01708UF","Hex(3)HexNAc(1)NeuAc(1) % 998.34382444"
"G01713HS","Hex(3)HexNAc(2)NeuAc(1) % 1201.42319704"
"G01713LB","Hex(3)HexNAc(1)NeuAc(1)NeuGc(1) % 1305.4341557"
"G01714NT","Hex(2)HexNAc(1)dHex(1) % 691.253493175"
"G01714TP","Hex(6)HexNAc(9)dHex(3) % 3256.21558575"
"G01716TC","Hex(7)HexNAc(6)dHex(1)NeuAc(3) % 3390.2007236"
"G01722AX","Hex(4)HexNAc(5)NeuAc(2) % 2263.80955499"
"G01722HI","Hex(1)HexNAc(1)NeuGc(1) % 690.23309207"
"G01725BW","Hex(3)HexNAc(4)S(1)aldi(1) % 1398.45899028"
"G01726AL","Hex(1)HexNAc(1)S(1) % 463.099575395"
"G01726AR","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G01726PL","Hex(5)HexNAc(4)dHex(1)NeuAc(2) % 2368.84091476"
"G01727PW","Hex(6)HexNAc(5)NeuAc(2) % 2587.915202"
"G01730TA","Hex(4)HexNAc(5)dHex(1)NeuAc(1) % 2118.77204723"
"G01732WP","Hex(7)HexNAc(5)dHex(1)aldi(1) % 2315.85075117"
"G01741TB","Hex(4)HexNAc(6)dHex(1) % 2030.7560032"
"G01742GV","Hex(4)HexNAc(5)NeuAc(1) % 1972.71413836"
"G01744JD","Hex(2)HexNAc(3)dHex(4) % 1535.585965"
"G01746BG","HexNAc(1)HexA(2) % 573.154113425"
"G01747FB","Hex(1)HexNAc(2)dHex(2)aldi(1) % 880.35360122"
"G01748MD","Hex(3)HexNAc(2)dHex(3) % 1348.50150702"
"G01749YL","Hex(3)HexNAc(5) % 1519.56589823"
"G01752VH","Hex(6)HexNAc(5)dHex(1)NeuAc(3) % 3025.0685275"
"G01753HF","Hex(2)aldi(1) % 344.13186177"
"G01753LJ","HexNAc(2)aldi(1) % 426.18495998"
"G01755WL","Hex(5)HexNAc(5)dHex(1) % 1989.7294541"
"G01759NM","Hex(2)HexNAc(2) % 748.27495691"
"G01760ZU","Hex(4)HexNAc(2) % 1072.38060391"
"G01765SB","Hex(5)HexNAc(5)dHex(1) % 1989.7294541"
"G01765ZR","Hex(2)HexNAc(1) % 545.195584305"
"G01767JJ","Hex(3)HexNAc(1)NeuAc(1) % 998.34382444"
"G01769FS","Hex(5)HexNAc(4)dHex(1)NeuAc(2)S(1) % 2448.79772935"
"G01769OH","Hex(3)NeuAc(2) % 1086.35986847"
"G01778PX","Hex(2)dHex(1) % 488.17412057"
"G01779GQ","Hex(8)HexNAc(7) % 2735.98876094"
"G01784XC","Hex(1)HexNAc(2)dHex(1)aldi(1) % 734.29569235"
"G01789AQ","Hex(6)HexNAc(5)dHex(1)NeuAc(3)aldi(1) % 3027.08417757"
"G01791IN","Hex(7)HexNAc(6)NeuAc(1) % 2661.95198146"
"G01791PK","Hex(3)HexNAc(3)dHex(1) % 1259.46506188"
"G01799XU","Hex(3)HexNAc(1)NeuAc(1) % 998.34382444"
"G01801SZ","Hex(2)HexNAc(2) % 748.27495691"
"G01802HL","Hex(3)HexNAc(3)dHex(3)aldi(1) % 1553.5965297"
"G01803DO","Hex(7)HexNAc(6)NeuGc(3) % 3292.12755862"
"G01811VA","Hex(4)HexNAc(3)dHex(1) % 1421.51788538"
"G01817YC","Hex(5)HexNAc(6)dHex(1)NeuAc(2) % 2774.99965997"
"G01818NQ","Hex(5)HexNAc(6)dHex(1) % 2192.8088267"
"G01818TY","Hex(8)HexNAc(6) % 2532.90938833"
"G01820ZB","Hex(3)dHex(2) % 796.28485294"
"G01821IJ","Hex(4)HexNAc(4)dHex(3)NeuAc(1)aldi(1) % 2209.82414243"
"G01822KD","Hex(4)HexNAc(4)NeuAc(1)aldi(1) % 1771.65041583"
"G01823EY","Hex(1)HexNAc(1)dHex(1) % 529.200669675"
"G01828CI","Hex(5)HexNAc(6)dHex(1) % 2192.8088267"
"G01836CN","Hex(1)HexNAc(2)dHex(1)NeuAc(1) % 1023.37545891"
"G01846YN","Hex(2) % 342.1162117"
"G01854VF","HexNAc(1)dHex(1) % 367.147846175"
"G01855OX","Hex(7)HexNAc(4)dHex(1) % 2110.75572849"
"G01855RJ","Hex(8)HexNAc(7)dHex(3)NeuAc(2) % 3756.35332082"
"G01856RL","Hex(5)HexNAc(4)NeuGc(1) % 1947.68250389"
"G01859LC","Hex(4)HexNAc(4) % 1478.53934912"
"G01863LM","Hex(10)HexNAc(6)dHex(1)NeuAc(1) % 3294.16836083"
"G01864SU","HexNAc(1) % 221.089937305"
"G01866TT","HexNAc(3)HexA(3) % 1155.34494669"
"G01868JD","Hex(7)HexNAc(7)dHex(1) % 2719.9938463"
"G01869FL","Hex(2)HexNAc(3)dHex(3)aldi(1) % 1391.54370619"
"G01875VS","Hex(3)HexNAc(2)dHex(1)NeuAc(1) % 1347.48110591"
"G01877XT","Hex(3)HexNAc(2)NeuAc(1) % 1201.42319704"
"G01878VC","Hex(2)NeuAc(1) % 633.211628335"
"G01879YS","Hex(2)HexNAc(1)dHex(1)NeuAc(1) % 982.34890981"
"G01883MR","Hex(7)HexNAc(5)NeuAc(3) % 3041.06344213"
"G01886VT","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G01888JZ","Hex(2)HexNAc(2)NeuAc(1)S(1) % 1119.32718813"
"G01891JS","Hex(5)HexNAc(4)NeuAc(2) % 2222.78300589"
"G01894QP","Hex(3) % 504.1690352"
"G01908DT","Hex(4)HexNAc(5)dHex(1)aldi(1) % 1829.69228066"
"G01912KI","Hex(5)HexNAc(5)dHex(1) % 1989.7294541"
"G01912QV","Hex(5)HexNAc(4)dHex(2)NeuAc(1) % 2223.80340699"
"G01914YF","Hex(5)HexNAc(8) % 2452.90966304"
"G01923FT","Hex(2)HexNAc(2)dHex(1)S(1)aldi(1) % 976.30533044"
"G01923XE","Hex(6)HexNAc(6)dHex(1)NeuAc(1) % 2645.95706684"
"G01924CV","Hex(1)HexNAc(1)S(1) % 463.099575395"
"G01924ZE","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G01933LC","Hex(7) % 1152.3803292"
"G01935FK","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G01937VC","Hex(7)HexNAc(2)P(1) % 1638.50540533"
"G01945QJ","Hex(2)HexNAc(1) % 545.195584305"
"G01947XZ","Hex(3)HexNAc(2)dHex(1)NeuAc(1)aldi(1) % 1349.49675598"
"G01953DT","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G01954BU","Hex(5)HexNAc(5)dHex(1)NeuAc(2) % 2571.92028737"
"G01955HM","Hex(3)HexNAc(1)NeuGc(1)S(1) % 1094.29555366"
"G01958XE","Hex(5)HexNAc(4)dHex(2)NeuAc(2) % 2514.89882363"
"G01962RN","Hex(6)HexNAc(5)NeuAc(3) % 2879.01061863"
"G01968NV","Hex(7)HexNAc(6)dHex(5) % 3101.14610918"
"G01972UA","Hex(6)HexNAc(5)dHex(1)NeuAc(3) % 3025.0685275"
"G01985BK","Hex(5)HexNAc(6)dHex(2)NeuAc(1) % 2629.96215221"
"G01994DD","Hex(3) % 504.1690352"
"G01996DN","Hex(6)HexNAc(5)NeuAc(1)NeuGc(2) % 2911.00044789"
"G01998SG","Hex(3)HexNAc(6) % 1722.64527083"
"G01999JH","Hex(5)HexNAc(3) % 1437.51280002"
"G01999QR","Hex(3) % 504.1690352"
"G01999ZH","Hex(2)HexNAc(2) % 748.27495691"
"G02000AU","Hex(3)HexNAc(7)dHex(1) % 2071.78255231"
"G02000GW","Hex(2)HexNAc(2) % 748.27495691"
"G02014WF","Hex(8)HexNAc(6)NeuAc(3) % 3406.19563823"
"G02020YO","Hex(1)HexNAc(2)dHex(1)aldi(1) % 734.29569235"
"G02021XC","Hex(6)HexNAc(2)aldi(1) % 1398.50190098"
"G02025MF","Hex(7)HexNAc(7)dHex(5) % 3304.22548179"
"G02030ZB","Hex(5)HexNAc(5)dHex(1)NeuAc(1) % 2280.82487073"
"G02032MW","Hex(2)HexNAc(3)dHex(2) % 1243.47014726"
"G02038LQ","Hex(3)HexNAc(3)NeuAc(1) % 1404.50256965"
"G02042KH","Hex(2)HexNAc(2)S(1)aldi(1) % 830.24742157"
"G02043YW","Hex(6)HexNAc(4)NeuAc(2) % 2384.83582939"
"G02044PV","Hex(6)HexNAc(5)dHex(1)NeuAc(3) % 3025.0685275"
"G02045OB","HexNAc(6) % 1236.48680033"
"G02049XR","Hex(11)HexNAc(11)NeuAc(1) % 4325.56013849"
"G02050BR","Hex(6)HexNAc(3) % 1599.56562351"
"G02054AQ","Hex(3)HexNAc(3)dHex(1) % 1259.46506188"
"G02054MB","Hex(3)HexNAc(6) % 1722.64527083"
"G02056RY","Hex(3)HexNAc(3)dHex(1) % 1259.46506188"
"G02057QV","Hex(6)HexNAc(5)NeuAc(2)NeuGc(1) % 2895.00553326"
"G02065HZ","Hex(3)HexNAc(1) % 707.248407805"
"G02065IU","Hex(7)HexNAc(6)dHex(2) % 2662.97238257"
"G02066SJ","Hex(4)HexNAc(4)dHex(2)NeuAc(1)aldi(1) % 2063.76623357"
"G02073FK","Hex(1)HexNAc(1)NeuAc(1) % 674.23817744"
"G02074UZ","Hex(2)HexNAc(3)dHex(1) % 1097.41223838"
"G02078ZZ","Hex(3)HexNAc(3)dHex(1)aldi(1) % 1261.48071195"
"G02079RR","Hex(5)HexNAc(4)dHex(2)NeuAc(1) % 2223.80340699"
"G02080VH","Hex(8)HexNAc(7)dHex(1)NeuAc(3) % 3755.33291971"
"G02081QK","Hex(5)HexNAc(3)dHex(1) % 1583.57070888"
"G02086EJ","Hex(4)HexNAc(5)dHex(1)NeuAc(1) % 2118.77204723"
"G02089LB","Hex(1)HexNAc(1)S(2) % 543.056389985"
"G02089YL","Hex(3)HexNAc(2)dHex(1)aldi(1) % 1058.40133935"
"G02096RK","Hex(2)HexNAc(2)NeuGc(1) % 1055.36528817"
"G02096VT","Hex(6) % 990.3275057"
"G02103WZ","Hex(3)HexNAc(5)dHex(1)aldi(1) % 1667.63945717"
"G02109YE","Hex(6)HexNAc(4)dHex(1)NeuAc(1) % 2239.79832162"
"G02115LJ","Hex(7)HexNAc(5)dHex(1) % 2313.8351011"
"G02122FK","Hex(8)HexNAc(7)dHex(1) % 2882.0466698"
"G02123VE","Hex(2)NeuAc(1) % 633.211628335"
"G02126PG","Hex(2)HexNAc(2)S(3)aldi(1) % 990.16105075"
"G02128NP","Hex(4)HexNAc(5) % 1681.61872173"
"G02131QZ","Hex(2)HexNAc(2)NeuAc(1)S(1) % 1119.32718813"
"G02136CO","Hex(6)HexNAc(6)dHex(2)NeuAc(3) % 3374.20580897"
"G02137HO","HexNAc(2)aldi(1) % 426.18495998"
"G02145PB","Hex(2)dHex(1) % 488.17412057"
"G02146NT","Hex(6)HexNAc(4)NeuAc(1) % 2093.74041275"
"G02149VR","Hex(3)HexNAc(1)NeuAc(3) % 1580.53465771"
"G02150AC","Hex(4)HexNAc(4)dHex(2)NeuAc(1) % 2061.7505835"
"G02152MS","Hex(6)HexNAc(5)NeuAc(2) % 2587.915202"
"G02156UW","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G02161CI","Hex(4)HexNAc(5)dHex(1)NeuAc(2) % 2409.86746387"
"G02161PX","Hex(3)HexNAc(5)NeuAc(2)aldi(1) % 2103.77238157"
"G02162DJ","Hex(6)HexNAc(6)dHex(1)NeuAc(2) % 2937.05248347"
"G02162HB","Hex(10)HexNAc(2) % 2044.69754491"
"G02162KR","Hex(2)HexNAc(1)NeuAc(1) % 836.29100094"
"G02162RZ","Hex(4)HexNAc(2)dHex(1) % 1218.43851278"
"G02168MP","Hex(3)HexNAc(2)dHex(1)NeuAc(1) % 1347.48110591"
"G02170ZK","Hex(3)HexNAc(3)dHex(1) % 1259.46506188"
"G02173JB","Hex(8)HexNAc(1) % 1517.51252531"
"G02174FQ","Hex(7)HexNAc(6)dHex(1)NeuAc(4)aldi(1) % 3683.31179031"
"G02175CF","Hex(8) % 1314.4331527"
"G02180YM","Hex(2)HexNAc(2)dHex(2) % 1040.39077465"
"G02182MJ","Hex(7)HexNAc(5)NeuAc(4) % 3332.15885876"
"G02187VY","Hex(4)HexNAc(2)dHex(2) % 1364.49642165"
"G02188HQ","Hex(4)HexNAc(4)dHex(1)aldi(1) % 1626.61290806"
"G02191FD","Hex(2)HexNAc(1)aldi(1) % 547.211234375"
"G02193CV","Hex(7)HexNAc(6)dHex(1)NeuAc(2) % 3099.10530697"
"G02196YO","Hex(3) % 504.1690352"
"G02198VW","Hex(6)HexNAc(5)NeuAc(2)aldi(1) % 2589.93085207"
